id,date,confirmed,deaths,recovered,tests,vaccines,people_vaccinated,people_fully_vaccinated,hosp,icu,vent,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,elderly_people_protection,government_response_index,stringency_index,containment_health_index,economic_support_index,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,population,iso_alpha_3,iso_alpha_2,iso_numeric,iso_currency,key_local,key_google_mobility,key_apple_mobility,key_jhu_csse,key_nuts,key_gadm
d9ccc2c9,2020-03-23,314,8,20,,,,,,,,3,1,2,3,0,0,0,3,2,2,0,0,0,3,46.88,53.7,46.43,50.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-03-24,419,9,31,,,,,,,,3,1,2,3,0,0,0,3,2,2,0,0,0,3,46.88,53.7,46.43,50.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-03-25,480,13,42,,,,,,,,3,3,2,3,1,2,2,4,2,2,0,0,0,3,66.15,87.96,68.45,50.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-03-26,490,15,58,,,,,,,,3,3,2,3,1,2,2,4,2,2,1,0,0,3,69.27,87.96,72.02,50.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-03-27,539,18,76,,,,,,,,3,3,2,3,1,2,2,4,2,2,1,0,0,3,69.27,87.96,72.02,50.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-03-28,608,23,109,,,,,,,,3,3,2,3,1,2,2,4,2,2,1,0,0,3,69.27,87.96,72.02,50.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-03-29,702,24,138,,,,,,,,3,3,2,3,1,2,2,4,2,2,1,0,0,3,69.27,87.96,72.02,50.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-03-30,798,29,173,,,,,,,,3,3,2,3,1,2,2,4,2,2,1,0,0,3,69.27,87.96,72.02,50.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-03-31,905,34,200,,,,,,,,3,3,2,3,1,2,2,4,2,2,1,0,0,3,69.27,87.96,72.02,50.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-01,1065,38,233,,,,,,,,3,3,2,3,1,2,2,4,2,2,1,0,0,3,69.27,87.96,72.02,50.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-02,1161,45,266,,,,,,,,3,3,2,3,1,2,2,4,2,2,1,0,0,3,69.27,87.96,72.02,50.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-03,1266,59,302,,,,,,,,3,3,2,3,1,2,2,4,2,2,2,0,0,3,72.4,87.96,75.6,50.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-04,1406,75,341,,,,,,,,3,3,2,3,1,2,2,4,2,2,2,2,0,3,75.52,87.96,79.17,50.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-05,1485,83,360,,,,,,,,3,3,2,3,1,2,2,4,2,2,2,2,0,3,75.52,87.96,79.17,50.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-06,1579,95,384,,,,,,,,3,3,2,3,1,2,2,4,2,2,2,2,0,3,75.52,87.96,79.17,50.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-07,1708,104,410,,,,,,,,3,3,2,3,1,2,2,4,2,2,2,4,0,3,81.77,87.96,82.74,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-08,2054,109,452,,,,,,,,3,3,2,3,1,2,2,4,2,2,2,4,0,3,81.77,87.96,82.74,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-09,2223,123,495,,,,,,,,3,3,2,3,1,2,2,4,2,2,2,4,0,3,81.77,87.96,82.74,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-10,2474,128,542,,,,,,,,3,3,2,3,1,2,2,4,2,2,2,4,0,3,81.77,87.96,82.74,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-11,2709,137,595,,,,,,,,3,3,2,3,1,2,2,4,2,2,2,4,0,3,81.77,87.96,82.74,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-12,2776,149,690,,,,,,,,3,3,2,3,1,2,2,4,2,2,2,4,0,3,81.77,87.96,82.74,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-13,2853,156,786,,,,,,,,3,3,2,3,1,2,2,4,2,2,2,4,0,3,81.77,87.96,82.74,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-14,2979,167,863,,,,,,,,3,2,2,3,1,2,2,4,2,2,2,4,0,3,79.69,84.26,80.36,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-15,3104,179,959,,,,,,,,3,2,2,3,1,2,2,4,2,2,2,4,0,3,79.69,84.26,80.36,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-16,3232,195,1036,,,,,,,,3,2,2,3,1,2,2,4,2,2,2,4,0,3,79.69,84.26,80.36,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-17,3437,200,1087,,,,,,,,3,2,2,3,1,2,2,4,2,2,2,4,0,3,79.69,84.26,80.36,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-18,3620,213,1143,,,,,,,,3,2,2,3,1,2,2,4,2,2,2,4,0,3,79.69,84.26,80.36,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-19,3794,222,1215,,,,,,,,3,2,2,3,1,2,2,4,2,2,2,4,0,3,79.69,84.26,80.36,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-20,3976,232,1296,,,,,,,,3,2,2,3,1,2,2,4,2,2,2,4,0,3,79.69,84.26,80.36,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-21,4147,242,1381,,,,,,,,3,2,2,3,1,2,2,4,2,2,2,4,0,3,79.69,84.26,80.36,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-22,4340,251,1469,,,,,,,,3,2,2,3,1,2,2,4,2,2,2,4,0,3,79.69,84.26,80.36,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-23,4534,261,1573,,,,,,,,3,2,2,3,1,2,2,4,2,2,2,4,0,3,79.69,84.26,80.36,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-24,4838,276,1658,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-25,5099,287,1761,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-26,5336,305,1855,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-27,5554,316,1944,,,,,,,,3,3,2,4,1,2,2,4,2,2,2,4,0,3,83.33,90.74,84.52,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-28,5908,329,2054,,,,,,,,3,3,2,4,1,2,2,4,2,2,2,4,0,3,83.33,90.74,84.52,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-29,6169,350,2181,,,,,,,,3,3,2,4,1,2,2,4,2,2,2,4,0,3,83.33,90.74,84.52,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-04-30,6465,376,2242,,,,,,,,3,3,2,4,1,2,2,4,2,2,2,4,0,3,83.33,90.74,84.52,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-01,6965,389,2354,,,,,,,,3,3,2,4,1,2,2,4,2,2,2,4,0,3,83.33,90.74,84.52,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-02,7242,410,2487,,,,,,,,3,3,2,4,1,2,2,4,2,2,2,4,0,3,83.33,90.74,84.52,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-03,7664,429,2586,,,,,,,,3,3,2,4,1,2,2,4,2,2,2,4,0,3,83.33,90.74,84.52,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-04,7971,450,2735,,,,,,,,3,3,2,4,1,2,2,4,2,2,2,4,0,3,83.33,90.74,84.52,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-05,8612,470,3028,,,,,,,,3,3,2,4,1,2,2,4,2,2,2,4,0,3,83.33,90.74,84.52,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-06,8959,495,3248,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-07,9456,523,3404,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-08,10050,545,3560,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-09,10494,565,3761,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-10,11062,584,3923,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-11,11612,618,4166,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-12,12270,631,4305,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-13,12929,645,4535,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-14,13609,668,4673,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-15,14215,695,4881,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-16,14938,715,5098,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-17,15573,741,5249,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-18,16294,769,5450,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-19,16934,801,5648,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-20,17686,833,5911,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-21,18329,864,6197,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-22,19130,910,6471,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-23,20176,955,6692,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-24,21174,997,7002,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-25,21980,1025,7279,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-26,23002,1077,7638,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-27,24103,1118,7981,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-28,25365,1162,8352,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-29,26687,1215,8711,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-30,28235,1269,8953,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-05-31,29382,1320,10676,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
d9ccc2c9,2020-06-01,30492,1375,11063,,,,,,,,3,2,2,4,1,2,2,4,2,2,2,4,0,3,81.25,87.04,82.14,75.0,1,Colombia,,,4.5709,-74.2973,49648685,COL,CO,170,COU,,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,CO,,COL
